Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit
6380,CA-2018-150623,2018-04-10,14-04-2018,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Waterbury,Connecticut,6708.0,East,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,286.15,6,79.80398886364583
6381,US-2015-163797,2015-04-08,13-04-2015,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Chandler,Arizona,85224.0,West,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",49.792,9,14.489797463169147
6382,CA-2017-127236,2017-03-29,02-04-2017,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Springfield,Ohio,45503.0,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",299.975,2,53.2058018734564
6383,CA-2017-127236,2017-03-29,02-04-2017,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Springfield,Ohio,45503.0,East,TEC-PH-10000141,Technology,Phones,Clearsounds A400,158.376,4,9.739471344378133
6384,US-2018-104661,2018-01-15,18-01-2018,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745.0,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784,4,2.708061277005326
6385,US-2018-104661,2018-01-15,18-01-2018,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745.0,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,1,12.611680265412994
6386,US-2018-104661,2018-01-15,18-01-2018,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745.0,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",62.592,8,9.096735236576638
6387,US-2018-104661,2018-01-15,18-01-2018,First Class,TB-21250,Tim Brockman,Consumer,United States,Austin,Texas,78745.0,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4.276,6,0.3408715686705717
6388,CA-2015-134103,2015-01-30,04-02-2015,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234.0,Central,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,7,2.484121206667411
6389,CA-2015-134103,2015-01-30,04-02-2015,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234.0,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,229.94,3,26.929049522007045
6390,CA-2016-147529,2016-02-07,11-02-2016,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Virginia,22153.0,South,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311.15,4,90.96823035851003
6391,CA-2016-147529,2016-02-07,11-02-2016,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Virginia,22153.0,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,12.96,2,1.9458487031282332
6392,CA-2017-129126,2017-12-14,19-12-2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,1,2.1056369501098127
6393,CA-2017-129126,2017-12-14,19-12-2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011.0,East,OFF-LA-10003190,Office Supplies,Labels,Avery 474,5.76,3,1.447390336821785
6394,CA-2017-129126,2017-12-14,19-12-2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011.0,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",21.48,2,2.918595848098955
6395,CA-2017-129126,2017-12-14,19-12-2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011.0,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,6,109.03654022875638
6396,CA-2017-129126,2017-12-14,19-12-2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011.0,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,17.15,7,1.958416077167949
6397,CA-2017-129126,2017-12-14,19-12-2017,Standard Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011.0,East,OFF-BI-10000279,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,6,6.188899500066888
6398,CA-2018-131632,2018-10-31,04-11-2018,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Dallas,Texas,75217.0,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,5.248,7,0.7412940976304148
6399,CA-2018-151981,2018-08-06,12-08-2018,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301.0,East,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95,5,145.22519812510816
6400,CA-2018-151981,2018-08-06,12-08-2018,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301.0,East,OFF-LA-10002195,Office Supplies,Labels,Avery 481,24.64,1,2.537849886217002
6401,CA-2018-151981,2018-08-06,12-08-2018,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Concord,New Hampshire,3301.0,East,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",227.88,7,47.78594654415591
6402,CA-2018-125472,2018-05-30,31-05-2018,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506.0,South,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",241.96,6,33.24698371210315
6403,CA-2018-125472,2018-05-30,31-05-2018,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506.0,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,3.89,4,0.3304871216066649
6404,CA-2018-125472,2018-05-30,31-05-2018,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,Lafayette,Louisiana,70506.0,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.01,3,0.6861960454024434
6405,CA-2016-156328,2016-11-30,05-12-2016,Standard Class,RM-19375,Raymond Messe,Consumer,United States,Raleigh,North Carolina,27604.0,South,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,2,50.56721242564917
6406,CA-2018-154074,2018-08-31,02-09-2018,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207.0,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,569.568,1,132.16835433511343
6407,CA-2018-154074,2018-08-31,02-09-2018,Second Class,BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207.0,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,5,14.059281012782312
6408,CA-2018-161774,2018-05-14,15-05-2018,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041.0,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,7,109.442057078039
6409,CA-2018-161774,2018-05-14,15-05-2018,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041.0,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,46.2,3,12.388703956250351
6410,CA-2018-161774,2018-05-14,15-05-2018,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041.0,Central,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,47.952,8,2.894685575467103
6411,CA-2018-161774,2018-05-14,15-05-2018,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041.0,Central,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,7.992,6,2.1153638066275824
6412,CA-2018-161774,2018-05-14,15-05-2018,First Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77041.0,Central,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,76.864,5,5.807733442324299
6413,CA-2018-151211,2018-08-17,23-08-2018,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,40214.0,South,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,102.93,3,12.872279434904788
6414,CA-2018-151211,2018-08-17,23-08-2018,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,40214.0,South,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,3,11.73849120200193
6415,CA-2018-142671,2018-11-10,14-11-2018,Second Class,DR-12940,Daniel Raglin,Home Office,United States,Hollywood,Florida,33021.0,South,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,11.52,2,0.6559962739189672
6416,CA-2018-144750,2018-08-21,21-08-2018,Same Day,DL-13495,Dionis Lloyd,Corporate,United States,Chandler,Arizona,85224.0,West,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,83.88,7,23.176601548552142
6417,CA-2017-111976,2017-03-08,12-03-2017,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,4,18.70885897379085
6418,CA-2017-111976,2017-03-08,12-03-2017,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,5.984,4,0.8428847134339661
6419,CA-2017-140130,2017-10-31,05-11-2017,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133.0,Central,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,21.96,2,5.36909761043683
6420,CA-2017-140130,2017-10-31,05-11-2017,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133.0,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,368.97,6,56.29693218424131
6421,CA-2017-140130,2017-10-31,05-11-2017,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133.0,Central,OFF-AR-10004269,Office Supplies,Art,Newell 31,12.39,1,1.1155444684738411
6422,CA-2017-140130,2017-10-31,05-11-2017,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133.0,Central,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",332.94,5,46.68829085845821
6423,CA-2015-159121,2015-07-26,01-08-2015,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Draper,Utah,84020.0,West,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,111.93,2,20.489460466317944
6424,CA-2016-149650,2016-10-24,27-10-2016,First Class,RD-19660,Robert Dilbeck,Home Office,United States,Oakland,California,94601.0,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,454.272,7,35.02765887545453
6425,CA-2018-115777,2018-08-19,24-08-2018,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Lawrence,Massachusetts,1841.0,East,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,19.44,5,2.106993392854322
6426,CA-2017-143714,2017-05-23,27-05-2017,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,8399.976,5,519.3164453341212
6427,CA-2017-143714,2017-05-23,27-05-2017,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,6.294,6,1.4541122083039435
6428,CA-2017-143714,2017-05-23,27-05-2017,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.368,5,2.6298981524362803
6429,CA-2017-143714,2017-05-23,27-05-2017,Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,122.382,8,16.430393927359912
6430,CA-2015-165764,2015-11-03,07-11-2015,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,25.984,7,1.7918182126738356
6431,CA-2015-165764,2015-11-03,07-11-2015,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540.0,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,945.036,8,200.0435924220973
6432,CA-2015-165764,2015-11-03,07-11-2015,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.301,3,1.6597228392681265
6433,CA-2015-165764,2015-11-03,07-11-2015,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540.0,South,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,410.352,9,78.89958311155276
6434,CA-2016-121405,2016-03-30,04-04-2016,Standard Class,FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,60610.0,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,8,3.1159114593192743
6435,CA-2016-121405,2016-03-30,04-04-2016,Standard Class,FC-14335,Fred Chung,Corporate,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,4,15.271087017869746
6436,US-2018-116897,2018-05-27,29-05-2018,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,83201.0,West,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,2,4.709746552859512
6437,US-2018-116897,2018-05-27,29-05-2018,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,83201.0,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,477.15,7,68.56323268673387
6438,US-2018-116897,2018-05-27,29-05-2018,First Class,JG-15160,James Galang,Consumer,United States,Pocatello,Idaho,83201.0,West,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,302.376,6,62.480610771648365
6439,US-2018-113992,2018-12-14,19-12-2018,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Plano,Texas,75023.0,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,974.988,2,106.43931956929296
6440,CA-2015-166891,2015-10-04,06-10-2015,First Class,CC-12220,Chris Cortes,Consumer,United States,New York City,New York,10024.0,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,2,95.61319997584499
6441,CA-2017-101161,2017-10-13,20-10-2017,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024.0,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,34.7,9,2.942848969027891
6442,CA-2017-101161,2017-10-13,20-10-2017,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024.0,East,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,4,11.77978200785869
6443,CA-2017-101161,2017-10-13,20-10-2017,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024.0,East,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,4,6.711285604788427
6444,CA-2017-101161,2017-10-13,20-10-2017,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024.0,East,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,24.9,4,5.3565548392147555
6445,CA-2017-101161,2017-10-13,20-10-2017,Standard Class,BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024.0,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,82.26,2,8.216048850271473
6446,CA-2016-151785,2016-03-05,10-03-2016,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,7.104,4,0.6473902762746685
6447,US-2018-119816,2018-03-04,06-03-2018,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,77095.0,Central,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.5,7,23.36979266010931
6448,US-2018-119816,2018-03-04,06-03-2018,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,77095.0,Central,OFF-LA-10002381,Office Supplies,Labels,Avery 497,2.464,2,0.2114359609075182
6449,US-2018-119816,2018-03-04,06-03-2018,Second Class,TT-21460,Tonja Turnell,Home Office,United States,Houston,Texas,77095.0,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,8.72,3,1.9721951101084596
6450,CA-2016-156510,2016-09-25,29-09-2016,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,6450.0,East,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",10.76,9,2.923124048508232
6451,CA-2016-156510,2016-09-25,29-09-2016,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,6450.0,East,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",45.68,3,4.328921043341436
6452,CA-2016-156510,2016-09-25,29-09-2016,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Meriden,Connecticut,6450.0,East,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,6.7,3,0.689148029340813
6453,US-2016-110261,2016-12-19,23-12-2016,Second Class,PR-18880,Patrick Ryan,Consumer,United States,Glenview,Illinois,60025.0,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,158.376,9,27.219452878129562
6454,CA-2016-125710,2016-10-08,13-10-2016,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Houston,Texas,77036.0,Central,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",3.44,9,0.9246703227808972
6455,CA-2018-161102,2018-07-31,03-08-2018,First Class,EC-14050,Erin Creighton,Consumer,United States,San Francisco,California,94110.0,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,5,16.718279662244182
6456,CA-2018-161102,2018-07-31,03-08-2018,First Class,EC-14050,Erin Creighton,Consumer,United States,San Francisco,California,94110.0,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",36.96,6,4.438001905442592
6457,CA-2015-110065,2015-08-05,11-08-2015,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,New York City,New York,10009.0,East,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",135.99,7,31.63276859612489
6458,CA-2015-110065,2015-08-05,11-08-2015,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,New York City,New York,10009.0,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",15.96,2,1.3309119860996363
6459,US-2018-133361,2018-05-14,17-05-2018,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215.0,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,1,0.8867695335406011
6460,US-2018-133361,2018-05-14,17-05-2018,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215.0,East,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,4,4.271584009691008
6461,US-2018-133361,2018-05-14,17-05-2018,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215.0,East,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",37.2,8,5.438484716864018
6462,US-2018-133361,2018-05-14,17-05-2018,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215.0,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,8,24.861454213991976
6463,US-2018-133361,2018-05-14,17-05-2018,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215.0,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",261.96,3,65.10144089444704
6464,US-2018-133361,2018-05-14,17-05-2018,First Class,AJ-10780,Anthony Jacobs,Corporate,United States,Baltimore,Maryland,21215.0,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,74.0,4,15.3863247773487
6465,US-2017-155404,2017-09-22,28-09-2017,Standard Class,AS-10630,Ann Steele,Home Office,United States,Louisville,Kentucky,40214.0,South,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,8,3.458343989396391
6466,CA-2016-114503,2016-11-13,17-11-2016,Standard Class,AA-10375,Allen Armold,Consumer,United States,Lebanon,Tennessee,37087.0,South,OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,84.96,5,8.997733771643048
6467,CA-2018-153080,2018-05-22,25-05-2018,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90008.0,West,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",68.46,5,19.14188946926588
6468,CA-2017-163804,2017-12-02,08-12-2017,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,2908.0,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,2079.4,4,461.24318724639386
6469,CA-2017-163804,2017-12-02,08-12-2017,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,2908.0,East,TEC-PH-10000441,Technology,Phones,VTech DS6151,629.95,2,157.2981299611911
6470,CA-2017-163804,2017-12-02,08-12-2017,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,2908.0,East,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,72.42,5,6.3580309886409765
6471,CA-2016-108532,2016-08-29,02-09-2016,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Detroit,Michigan,48234.0,Central,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,131.98,3,6.815534228486276
6472,CA-2016-108532,2016-08-29,02-09-2016,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Detroit,Michigan,48234.0,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,114.52,1,19.679795628386927
6473,CA-2015-151897,2015-06-06,10-06-2015,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Houston,Texas,77070.0,Central,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,2,24.530600673266523
6474,CA-2017-113292,2017-03-18,20-03-2017,Second Class,DB-13060,Dave Brooks,Consumer,United States,Columbia,Tennessee,38401.0,South,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,871.8,4,57.0412690185051
6475,CA-2015-149524,2015-01-14,15-01-2015,First Class,BS-11590,Brendan Sweed,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,3,8.322825426772672
6476,CA-2018-140872,2018-06-03,10-06-2018,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024.0,South,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,4.554,2,1.1336415313550803
6477,CA-2018-140872,2018-06-03,10-06-2018,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024.0,South,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",5.2,9,1.3467396920749568
6478,CA-2018-140872,2018-06-03,10-06-2018,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024.0,South,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,205.992,2,28.77996121921258
6479,CA-2018-140872,2018-06-03,10-06-2018,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024.0,South,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,15.552,6,0.9972541892339292
6480,CA-2018-140872,2018-06-03,10-06-2018,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024.0,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,503.96,7,43.255763870474205
6481,CA-2018-140872,2018-06-03,10-06-2018,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024.0,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",24.472,6,1.476200794607217
6482,CA-2018-140872,2018-06-03,10-06-2018,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024.0,South,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,241.568,5,20.98780509148505
6483,CA-2018-140872,2018-06-03,10-06-2018,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024.0,South,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,110.4,4,12.631299826541628
6484,CA-2018-113908,2018-06-03,09-06-2018,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,New York City,New York,10011.0,East,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",384.768,9,26.995641120617655
6485,CA-2018-113908,2018-06-03,09-06-2018,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,New York City,New York,10011.0,East,TEC-MA-10003173,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,78.66,2,18.66429281290867
6486,CA-2018-113908,2018-06-03,09-06-2018,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,New York City,New York,10011.0,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,45.36,3,12.963263680043598
6487,CA-2016-120621,2016-03-21,26-03-2016,Standard Class,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,962.08,9,224.03273287876553
6488,CA-2016-120621,2016-03-21,26-03-2016,Standard Class,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",12.843,1,3.7195057425124824
